ip_1,ip_2,shared_targets_count,jaccard_overlap,timing_similarity,ua_similarity,endpoint_similarity,failure_similarity,composite_score
103.237.195.117,103.69.251.98,1,0.0417,0.9328,1.0,1.0,1.0,0.7095
103.149.178.61,103.85.62.166,1,0.0476,0.9432,1.0,1.0,0.9167,0.7095
103.156.238.147,103.93.217.96,1,0.0435,0.9172,1.0,1.0,1.0,0.7095
103.16.250.117,103.161.101.161,1,0.05,0.9128,1.0,1.0,0.9286,0.7094
103.53.73.197,103.87.61.251,1,0.0385,0.9644,1.0,1.0,0.9945,0.7094
103.220.242.177,103.222.244.78,1,0.05,0.9219,1.0,1.0,0.9167,0.7094
103.162.168.7,103.243.147.230,1,0.04,0.9469,1.0,1.0,1.0,0.7094
103.132.235.122,103.22.141.103,1,0.0455,0.8994,1.0,1.0,1.0,0.7094
103.122.189.49,103.214.10.166,1,0.0417,0.9374,1.0,1.0,0.9936,0.7094
103.182.192.62,103.233.181.104,1,0.05,0.8956,1.0,1.0,0.9519,0.7094
103.107.84.127,103.210.251.112,1,0.0417,0.9322,1.0,1.0,1.0,0.7094
103.215.114.160,103.53.147.14,1,0.0455,0.9673,1.0,1.0,0.9091,0.7094
103.109.69.39,103.49.110.249,1,0.0625,0.9642,1.0,1.0,0.7143,0.7094
103.142.21.134,103.70.111.180,1,0.05,0.9132,1.0,1.0,0.9286,0.7094
103.129.146.34,103.152.193.4,1,0.0385,0.9685,1.0,1.0,0.9891,0.7094
103.63.112.65,103.77.22.103,1,0.0476,0.9485,1.0,1.0,0.9091,0.7094
103.134.222.153,103.32.124.186,1,0.0435,0.9165,1.0,1.0,1.0,0.7094
103.191.246.31,103.192.147.215,1,0.0476,0.8803,1.0,1.0,1.0,0.7094
103.231.118.228,103.234.100.228,1,0.0526,0.9434,1.0,1.0,0.8571,0.7094
103.70.56.151,103.95.136.9,1,0.0417,0.986,1.0,1.0,0.9286,0.7094
103.23.228.112,103.29.190.239,1,0.0556,0.9982,1.0,1.0,0.75,0.7094
103.117.2.143,103.208.212.74,1,0.0435,0.9167,1.0,1.0,1.0,0.7094
103.130.150.125,103.246.12.14,1,0.0556,0.8111,1.0,1.0,1.0,0.7094
103.194.81.101,103.95.119.201,1,0.0588,0.9186,1.0,1.0,0.8182,0.7094
103.162.119.84,103.31.33.130,1,0.0417,0.9326,1.0,1.0,1.0,0.7094
103.167.145.128,103.248.15.132,1,0.0625,0.9003,1.0,1.0,0.8,0.7094
103.159.241.229,103.99.141.82,1,0.0526,0.8366,1.0,1.0,1.0,0.7094
103.126.237.71,103.96.174.177,1,0.0476,0.9206,1.0,1.0,0.9464,0.7094
103.129.168.242,103.199.39.169,1,0.0714,0.922,1.0,1.0,0.6667,0.7094
103.15.85.54,103.35.232.81,1,0.0526,0.9435,1.0,1.0,0.8571,0.7094
103.186.180.115,103.232.38.46,1,0.0455,0.8993,1.0,1.0,1.0,0.7094
103.133.32.146,103.39.222.201,1,0.0417,0.9374,1.0,1.0,0.9936,0.7094
103.186.181.231,103.67.1.99,1,0.037,0.973,1.0,1.0,1.0,0.7094
103.33.56.210,103.56.141.103,1,0.04,0.9471,1.0,1.0,1.0,0.7094
103.40.55.207,103.63.157.15,1,0.037,0.9728,1.0,1.0,1.0,0.7094
103.108.229.177,103.171.122.149,1,0.0417,0.9325,1.0,1.0,1.0,0.7094
103.16.120.161,103.161.101.161,1,0.0455,0.9292,1.0,1.0,0.9603,0.7094
103.156.153.138,103.197.207.148,1,0.0455,0.9292,1.0,1.0,0.9603,0.7094
103.128.43.109,103.130.117.132,1,0.0417,0.9903,1.0,1.0,0.9231,0.7094
103.32.13.28,103.82.107.178,1,0.0476,0.9206,1.0,1.0,0.9464,0.7094
103.80.199.16,103.87.114.191,1,0.0455,0.9528,1.0,1.0,0.9286,0.7094
103.173.91.245,103.190.202.10,1,0.0417,0.995,1.0,1.0,0.9167,0.7094
103.162.240.211,103.43.53.186,1,0.0435,0.9743,1.0,1.0,0.9231,0.7094
103.108.61.170,103.78.129.175,1,0.0455,0.8991,1.0,1.0,1.0,0.7094
185.154.253.86,185.99.177.93,1,0.0667,0.7637,1.0,1.0,0.9333,0.7094
103.156.192.150,103.88.116.121,1,0.0435,0.9744,1.0,1.0,0.9231,0.7094
103.144.165.225,103.217.189.160,1,0.0417,0.9325,1.0,1.0,1.0,0.7094
103.156.192.150,103.189.167.34,1,0.05,0.9174,1.0,1.0,0.9231,0.7094
103.149.55.170,103.186.181.231,1,0.0385,0.9603,1.0,1.0,1.0,0.7094
103.220.71.236,103.229.66.4,1,0.0417,0.9903,1.0,1.0,0.9231,0.7094
103.170.118.229,103.200.195.58,1,0.0476,0.9124,1.0,1.0,0.9573,0.7094
103.166.241.191,103.226.111.157,1,0.05,0.8594,1.0,1.0,1.0,0.7094
103.171.122.149,103.213.31.189,1,0.0417,0.9326,1.0,1.0,1.0,0.7094
103.141.182.241,103.247.191.66,1,0.0435,0.9164,1.0,1.0,1.0,0.7094
103.153.158.189,103.213.31.189,1,0.0417,0.9324,1.0,1.0,1.0,0.7094
103.152.167.19,103.21.11.254,1,0.0417,0.9325,1.0,1.0,1.0,0.7094
103.107.100.86,103.63.157.15,1,0.0455,0.9826,1.0,1.0,0.8889,0.7094
103.164.2.148,103.59.29.204,1,0.0476,0.9743,1.0,1.0,0.875,0.7094
103.109.48.153,103.114.114.21,1,0.0455,0.8994,1.0,1.0,1.0,0.7094
103.109.133.196,103.110.46.166,1,0.0476,0.9895,1.0,1.0,0.8547,0.7094
103.43.53.186,103.66.40.13,1,0.04,0.9469,1.0,1.0,1.0,0.7094
103.166.241.191,103.227.153.224,1,0.0455,0.8991,1.0,1.0,1.0,0.7094
103.55.41.172,103.56.117.131,1,0.0526,0.8989,1.0,1.0,0.9167,0.7094
103.42.131.27,103.91.183.98,1,0.0417,0.9323,1.0,1.0,1.0,0.7094
103.66.40.13,103.99.155.148,1,0.0435,0.9742,1.0,1.0,0.9231,0.7094
103.199.29.155,103.66.40.13,1,0.05,0.9171,1.0,1.0,0.9231,0.7094
103.51.200.19,103.86.85.236,1,0.0667,0.7968,1.0,1.0,0.8889,0.7094
103.117.2.143,103.235.125.21,1,0.0476,0.8801,1.0,1.0,1.0,0.7094
103.144.165.225,103.186.210.200,1,0.0455,0.9744,1.0,1.0,0.9,0.7094
103.192.147.215,103.56.31.231,1,0.04,0.9468,1.0,1.0,1.0,0.7094
103.23.232.88,103.235.125.21,1,0.0556,0.8943,1.0,1.0,0.8889,0.7094
103.24.236.198,103.64.3.164,1,0.05,0.9959,1.0,1.0,0.8182,0.7094
103.120.233.250,103.199.138.55,1,0.0556,0.8109,1.0,1.0,1.0,0.7094
103.222.18.4,103.246.12.14,1,0.0526,0.8365,1.0,1.0,1.0,0.7094
103.124.246.102,103.213.42.184,1,0.037,0.9731,1.0,1.0,1.0,0.7094
103.192.147.215,103.72.121.162,1,0.037,0.9729,1.0,1.0,1.0,0.7094
103.229.81.182,103.33.185.129,1,0.0435,0.9788,1.0,1.0,0.9167,0.7094
103.133.32.146,103.197.207.148,1,0.0385,0.9645,1.0,1.0,0.9945,0.7094
103.222.244.78,103.43.53.168,1,0.0455,0.9616,1.0,1.0,0.9167,0.7094
103.229.81.182,103.87.2.77,1,0.0417,0.9901,1.0,1.0,0.9231,0.7094
103.168.93.221,103.63.13.48,1,0.0455,0.8995,1.0,1.0,1.0,0.7094
103.201.28.197,103.47.170.39,1,0.0556,0.8685,1.0,1.0,0.9231,0.7094
103.104.161.119,103.209.41.5,1,0.04,0.956,1.0,1.0,0.9881,0.7094
103.207.126.123,103.95.210.51,1,0.05,0.917,1.0,1.0,0.9231,0.7094
103.101.86.175,103.115.57.191,1,0.0455,0.9744,1.0,1.0,0.9,0.7094
103.172.139.205,103.195.146.158,1,0.0476,0.9554,1.0,1.0,0.9,0.7094
103.127.185.50,103.197.224.135,1,0.0435,0.9167,1.0,1.0,1.0,0.7094
103.166.232.44,103.211.179.155,1,0.05,0.9427,1.0,1.0,0.8889,0.7094
103.194.81.101,103.88.77.130,1,0.05,0.9958,1.0,1.0,0.8182,0.7094
103.61.177.73,103.94.135.106,1,0.0476,0.9316,1.0,1.0,0.9316,0.7094
103.233.64.64,103.31.33.130,1,0.05,0.9347,1.0,1.0,0.9,0.7094
103.113.18.154,103.54.170.172,1,0.05,0.9172,1.0,1.0,0.9231,0.7094
103.129.118.108,103.176.233.183,1,0.0417,0.9858,1.0,1.0,0.9286,0.7094
103.115.26.135,103.157.249.142,1,0.0556,0.9048,1.0,1.0,0.875,0.7094
103.115.220.134,103.243.174.78,1,0.0526,0.9614,1.0,1.0,0.8333,0.7094
103.138.71.208,103.63.148.176,1,0.0455,0.9675,1.0,1.0,0.9091,0.7094
103.200.80.6,103.46.178.179,1,0.0417,0.9371,1.0,1.0,0.9936,0.7094
103.110.119.198,103.69.251.98,1,0.0417,0.9326,1.0,1.0,1.0,0.7094
103.110.119.198,103.81.216.8,1,0.0435,0.9167,1.0,1.0,1.0,0.7094
103.155.16.72,103.200.195.58,1,0.0455,0.9768,1.0,1.0,0.8968,0.7094
103.213.54.202,103.91.183.98,1,0.037,0.9729,1.0,1.0,1.0,0.7094
103.130.183.167,103.33.56.210,1,0.0476,0.9552,1.0,1.0,0.9,0.7094
103.138.217.155,103.32.220.155,1,0.0435,0.9166,1.0,1.0,1.0,0.7094
103.142.35.228,103.153.181.18,1,0.0455,0.8994,1.0,1.0,1.0,0.7094
103.13.45.162,103.61.203.179,1,0.0435,0.9788,1.0,1.0,0.9167,0.7094
103.219.210.28,103.72.141.41,1,0.0417,0.9324,1.0,1.0,1.0,0.7094
103.149.148.94,103.24.236.198,1,0.0435,0.9702,1.0,1.0,0.9286,0.7094
103.157.195.80,103.60.129.248,1,0.0556,0.811,1.0,1.0,1.0,0.7094
103.218.68.46,103.92.95.230,1,0.0417,0.9323,1.0,1.0,1.0,0.7094
103.168.93.221,103.54.29.96,1,0.0417,0.9325,1.0,1.0,1.0,0.7094
103.130.183.167,103.95.90.226,1,0.0455,0.9167,1.0,1.0,0.9769,0.7094
185.134.224.144,185.214.253.81,1,0.0667,0.901,1.0,1.0,0.75,0.7094
103.197.85.108,103.33.197.77,1,0.05,0.9346,1.0,1.0,0.9,0.7094
103.189.61.125,103.232.214.210,1,0.0588,0.7824,1.0,1.0,1.0,0.7094
103.157.130.24,103.249.20.164,1,0.0526,0.9614,1.0,1.0,0.8333,0.7094
103.152.243.72,103.239.101.169,1,0.0476,0.9487,1.0,1.0,0.9091,0.7094
103.14.75.223,103.94.205.235,1,0.0476,0.9554,1.0,1.0,0.9,0.7094
103.181.5.97,103.210.10.200,1,0.0526,0.93,1.0,1.0,0.875,0.7094
103.142.21.134,103.210.251.112,1,0.0417,0.9859,1.0,1.0,0.9286,0.7094
103.142.138.102,103.195.146.158,1,0.0455,0.9673,1.0,1.0,0.9091,0.7094
103.148.145.39,103.236.167.99,1,0.0476,0.938,1.0,1.0,0.9231,0.7094
103.192.222.134,103.198.241.193,1,0.0417,0.9899,1.0,1.0,0.9231,0.7094
103.177.171.134,103.87.61.251,1,0.05,0.913,1.0,1.0,0.9286,0.7094
103.222.166.116,103.55.41.172,1,0.0455,0.9615,1.0,1.0,0.9167,0.7094
103.242.25.153,103.33.209.206,1,0.0435,0.9743,1.0,1.0,0.9231,0.7094
103.232.112.4,103.95.90.226,1,0.0455,0.957,1.0,1.0,0.9231,0.7094
103.66.227.76,103.93.112.149,1,0.05,0.9667,1.0,1.0,0.8571,0.7094
103.204.197.75,103.69.251.98,1,0.05,0.9428,1.0,1.0,0.8889,0.7094
103.172.93.22,103.72.141.41,1,0.05,0.9669,1.0,1.0,0.8571,0.7094
103.156.238.147,103.210.10.200,1,0.0526,0.9302,1.0,1.0,0.875,0.7094
103.171.157.97,103.67.9.105,1,0.0417,0.9326,1.0,1.0,1.0,0.7094
103.166.241.191,103.174.79.128,1,0.05,0.8593,1.0,1.0,1.0,0.7094
103.105.48.219,103.209.41.5,1,0.0417,0.9947,1.0,1.0,0.9167,0.7094
103.46.178.179,103.58.83.89,1,0.05,0.9172,1.0,1.0,0.9231,0.7094
103.139.9.109,103.81.216.8,1,0.0417,0.9326,1.0,1.0,1.0,0.7094
103.144.165.225,103.88.116.121,1,0.0435,0.9164,1.0,1.0,1.0,0.7094
103.11.30.176,103.164.2.148,1,0.037,0.9728,1.0,1.0,1.0,0.7094
103.136.62.22,103.153.182.199,1,0.0417,0.9858,1.0,1.0,0.9286,0.7094
103.37.176.209,103.81.216.8,1,0.0526,0.8367,1.0,1.0,1.0,0.7094
103.100.238.34,103.228.9.171,1,0.0417,0.9326,1.0,1.0,1.0,0.7094
103.124.246.102,103.219.112.107,1,0.0417,0.9999,1.0,1.0,0.9091,0.7093
103.109.48.153,103.173.229.54,1,0.05,0.8589,1.0,1.0,1.0,0.7093
103.128.198.36,103.43.53.186,1,0.0417,0.9895,1.0,1.0,0.9231,0.7093
103.135.168.5,103.190.100.122,1,0.04,0.9463,1.0,1.0,1.0,0.7093
103.24.236.198,103.31.33.130,1,0.05,0.8592,1.0,1.0,1.0,0.7093
103.123.130.7,103.21.11.254,1,0.0455,0.8986,1.0,1.0,1.0,0.7093
103.216.203.198,103.82.107.178,1,0.0417,0.9853,1.0,1.0,0.9286,0.7093
103.128.72.4,103.68.200.29,1,0.0455,0.9668,1.0,1.0,0.9091,0.7093
103.219.112.107,103.39.2.80,1,0.05,0.9271,1.0,1.0,0.9091,0.7093
103.146.200.3,103.202.106.198,1,0.0526,0.9612,1.0,1.0,0.8333,0.7093
103.133.247.177,103.159.232.170,1,0.0417,0.9711,1.0,1.0,0.948,0.7093
103.144.11.82,103.219.210.28,1,0.0435,0.9738,1.0,1.0,0.9231,0.7093
103.170.118.229,103.47.15.168,1,0.0526,0.9512,1.0,1.0,0.8462,0.7093
103.135.168.5,103.157.195.80,1,0.05,0.8591,1.0,1.0,1.0,0.7093
103.175.94.73,103.207.50.134,1,0.0417,0.9318,1.0,1.0,1.0,0.7093
103.33.56.210,103.46.178.179,1,0.0417,0.9896,1.0,1.0,0.9231,0.7093
103.162.198.210,103.190.153.229,1,0.0714,0.7785,1.0,1.0,0.8571,0.7093
103.133.99.17,103.169.144.132,1,0.0476,0.9869,1.0,1.0,0.8571,0.7093
103.133.160.187,103.68.200.29,1,0.0588,0.8207,1.0,1.0,0.948,0.7093
103.105.48.219,103.166.241.191,1,0.0385,0.9598,1.0,1.0,1.0,0.7093
103.126.192.149,103.66.40.13,1,0.0556,0.8775,1.0,1.0,0.9102,0.7093
103.117.2.143,103.213.42.184,1,0.04,0.9464,1.0,1.0,1.0,0.7093
103.102.239.10,103.153.182.199,1,0.0385,0.9639,1.0,1.0,0.9945,0.7093
103.226.111.157,103.65.34.92,1,0.0588,0.8499,1.0,1.0,0.9091,0.7093
103.189.148.210,103.228.59.23,1,0.0556,0.9043,1.0,1.0,0.875,0.7093
103.146.248.214,103.213.42.184,1,0.037,0.9724,1.0,1.0,1.0,0.7093
103.157.215.155,103.46.178.179,1,0.0417,0.9897,1.0,1.0,0.9231,0.7093
103.172.93.22,103.72.121.162,1,0.05,0.9664,1.0,1.0,0.8571,0.7093
103.227.54.205,103.40.250.176,1,0.0556,0.8105,1.0,1.0,1.0,0.7093
103.227.54.205,103.39.128.153,1,0.0526,0.9432,1.0,1.0,0.8571,0.7093
103.38.47.200,103.88.116.121,1,0.0588,0.7818,1.0,1.0,1.0,0.7093
103.121.104.217,103.146.200.3,1,0.0417,0.9317,1.0,1.0,1.0,0.7093
103.173.239.190,103.57.203.224,1,0.0526,0.8361,1.0,1.0,1.0,0.7093
103.154.67.16,103.162.198.210,1,0.0556,0.8102,1.0,1.0,1.0,0.7093
103.109.158.148,103.209.41.5,1,0.05,0.9217,1.0,1.0,0.9167,0.7093
103.130.183.167,103.152.210.212,1,0.0476,0.9301,1.0,1.0,0.9333,0.7093
103.110.191.41,103.142.138.102,1,0.0556,0.8788,1.0,1.0,0.9091,0.7093
103.153.158.189,103.173.148.92,1,0.0417,0.9319,1.0,1.0,1.0,0.7093
103.48.176.217,103.53.73.197,1,0.0417,0.9991,1.0,1.0,0.9102,0.7093
103.126.152.230,103.130.117.132,1,0.04,0.9464,1.0,1.0,1.0,0.7093
103.120.212.186,103.122.189.49,1,0.0417,0.9942,1.0,1.0,0.9167,0.7093
103.114.114.21,103.92.156.62,1,0.0417,0.9898,1.0,1.0,0.9231,0.7093
103.142.21.134,103.165.146.157,1,0.0455,0.9523,1.0,1.0,0.9286,0.7093
103.117.79.80,103.162.119.84,1,0.0476,0.8797,1.0,1.0,1.0,0.7093
103.128.72.4,103.138.217.155,1,0.0455,0.8988,1.0,1.0,1.0,0.7093
103.114.114.21,103.138.40.49,1,0.0588,0.7819,1.0,1.0,1.0,0.7093
103.202.237.137,103.85.62.166,1,0.0435,0.9162,1.0,1.0,1.0,0.7093
103.138.71.208,103.222.166.116,1,0.0455,0.8987,1.0,1.0,1.0,0.7093
103.230.39.42,103.61.234.24,1,0.0455,0.9558,1.0,1.0,0.9242,0.7093
103.114.114.21,103.94.115.139,1,0.0435,0.9786,1.0,1.0,0.9167,0.7093
103.115.62.159,103.93.59.26,1,0.037,0.9722,1.0,1.0,1.0,0.7093
103.60.125.102,103.97.54.209,1,0.05,0.8588,1.0,1.0,1.0,0.7093
185.145.233.177,185.161.105.75,1,0.0769,0.8108,1.0,1.0,0.75,0.7093
103.107.84.127,103.32.86.120,1,0.0435,0.9159,1.0,1.0,1.0,0.7093
103.110.119.198,103.233.64.64,1,0.0455,0.9738,1.0,1.0,0.9,0.7093
103.15.85.54,103.16.74.125,1,0.0526,0.9429,1.0,1.0,0.8571,0.7093
103.155.16.72,103.35.232.81,1,0.0526,0.9969,1.0,1.0,0.7857,0.7093
103.199.14.63,103.53.73.197,1,0.05,0.9167,1.0,1.0,0.9231,0.7093
103.163.164.32,103.91.215.226,1,0.0455,0.9912,1.0,1.0,0.8769,0.7093
103.114.114.21,103.30.216.118,1,0.04,0.9999,1.0,1.0,0.9286,0.7093
103.161.101.161,103.94.205.235,1,0.04,0.9998,1.0,1.0,0.9286,0.7093
103.126.192.149,103.238.87.139,1,0.0625,0.8745,1.0,1.0,0.8333,0.7093
103.197.173.151,103.55.238.245,1,0.0417,0.9896,1.0,1.0,0.9231,0.7093
103.12.173.3,103.175.52.46,1,0.0476,0.9478,1.0,1.0,0.9091,0.7093
103.115.62.159,103.138.217.155,1,0.0417,0.9321,1.0,1.0,1.0,0.7093
103.131.178.33,103.63.157.15,1,0.0435,0.9161,1.0,1.0,1.0,0.7093
103.92.156.62,103.97.54.209,1,0.0526,0.8935,1.0,1.0,0.9231,0.7093
103.124.193.153,103.134.169.112,1,0.0435,0.9843,1.0,1.0,0.9091,0.7093
103.115.220.134,103.85.157.236,1,0.04,0.9466,1.0,1.0,1.0,0.7093
103.156.192.150,103.81.159.161,1,0.0455,0.9563,1.0,1.0,0.9231,0.7093
103.209.41.5,103.80.199.16,1,0.04,0.9552,1.0,1.0,0.9881,0.7093
103.192.195.172,103.39.2.80,1,0.0476,0.9424,1.0,1.0,0.9167,0.7093
103.186.180.115,103.45.42.50,1,0.05,0.9423,1.0,1.0,0.8889,0.7093
103.188.34.196,103.214.158.57,1,0.0526,0.8934,1.0,1.0,0.9231,0.7093
103.157.130.24,103.65.135.78,1,0.0385,0.9599,1.0,1.0,1.0,0.7093
103.78.129.175,103.89.233.155,1,0.0455,0.8986,1.0,1.0,1.0,0.7093
103.199.29.155,103.56.81.141,1,0.0476,0.9334,1.0,1.0,0.9286,0.7093
103.168.93.221,103.235.117.24,1,0.0435,0.9161,1.0,1.0,1.0,0.7093
103.246.148.23,103.77.22.103,1,0.0435,0.9844,1.0,1.0,0.9091,0.7093
103.187.221.71,103.54.157.178,1,0.0455,0.8986,1.0,1.0,1.0,0.7093
103.189.54.193,103.31.248.38,1,0.0417,0.9465,1.0,1.0,0.9805,0.7093
103.171.157.97,103.233.64.64,1,0.0476,0.9546,1.0,1.0,0.9,0.7093
103.179.178.180,103.186.210.200,1,0.0435,0.991,1.0,1.0,0.9,0.7093
103.166.117.46,103.235.117.24,1,0.0435,0.916,1.0,1.0,1.0,0.7093
103.153.211.251,103.79.134.116,1,0.0417,0.932,1.0,1.0,1.0,0.7093
103.222.18.4,103.47.113.12,1,0.0385,0.96,1.0,1.0,1.0,0.7093
103.103.45.166,103.162.119.84,1,0.0435,0.9909,1.0,1.0,0.9,0.7093
103.190.153.229,103.39.2.80,1,0.0625,0.8568,1.0,1.0,0.8571,0.7093
103.153.181.18,103.54.122.36,1,0.0435,0.916,1.0,1.0,1.0,0.7093
103.182.192.62,103.217.137.21,1,0.0526,0.9299,1.0,1.0,0.875,0.7093
103.34.117.80,103.69.243.58,1,0.0435,0.916,1.0,1.0,1.0,0.7093
103.128.43.109,103.153.181.18,1,0.0455,0.899,1.0,1.0,1.0,0.7093
103.152.210.212,103.176.152.228,1,0.0556,0.9356,1.0,1.0,0.8333,0.7093
103.125.7.46,103.194.11.104,1,0.05,0.9526,1.0,1.0,0.875,0.7093
103.201.168.218,103.28.166.5,1,0.0455,0.8989,1.0,1.0,1.0,0.7093
103.246.148.23,103.94.202.221,1,0.0385,0.9602,1.0,1.0,1.0,0.7093
103.247.191.66,103.69.243.58,1,0.0385,0.9602,1.0,1.0,1.0,0.7093
103.151.131.143,103.230.39.42,1,0.05,0.927,1.0,1.0,0.9091,0.7093
103.32.161.212,103.82.107.178,1,0.0476,0.9334,1.0,1.0,0.9286,0.7093
103.92.52.50,103.93.59.26,1,0.0385,0.9599,1.0,1.0,1.0,0.7093
103.146.200.3,103.171.246.166,1,0.0526,0.8358,1.0,1.0,1.0,0.7093
103.161.243.39,103.32.13.28,1,0.0556,0.9042,1.0,1.0,0.875,0.7093
103.60.125.102,103.99.10.38,1,0.05,0.8588,1.0,1.0,1.0,0.7093
103.124.95.207,103.94.135.106,1,0.0455,0.9391,1.0,1.0,0.9462,0.7093
103.124.51.53,103.223.252.189,1,0.0588,0.782,1.0,1.0,1.0,0.7093
103.168.70.14,103.186.181.231,1,0.0385,0.9601,1.0,1.0,1.0,0.7093
103.188.34.196,103.208.11.156,1,0.0417,0.9369,1.0,1.0,0.9936,0.7093
103.109.158.148,103.122.222.158,1,0.0556,0.9602,1.0,1.0,0.8,0.7093
103.245.167.220,103.78.206.26,1,0.05,0.9663,1.0,1.0,0.8571,0.7093
103.221.231.177,103.40.250.176,1,0.0588,0.7817,1.0,1.0,1.0,0.7093
103.11.107.251,103.82.65.50,1,0.0455,0.9738,1.0,1.0,0.9,0.7093
103.239.101.169,103.81.65.34,1,0.05,0.9272,1.0,1.0,0.9091,0.7093
103.107.84.127,103.139.9.109,1,0.037,0.9725,1.0,1.0,1.0,0.7093
103.192.147.215,103.202.106.198,1,0.0526,0.9608,1.0,1.0,0.8333,0.7093
103.67.9.105,103.78.206.26,1,0.0385,0.9599,1.0,1.0,1.0,0.7093
103.191.246.31,103.197.207.148,1,0.0476,0.9336,1.0,1.0,0.9286,0.7093
103.105.48.219,103.63.148.176,1,0.0435,0.9844,1.0,1.0,0.9091,0.7093
103.144.233.35,103.50.137.154,1,0.0435,0.9163,1.0,1.0,1.0,0.7093
103.172.200.162,103.30.216.118,1,0.0476,0.9201,1.0,1.0,0.9464,0.7093
103.186.180.115,103.239.128.39,1,0.0526,0.836,1.0,1.0,1.0,0.7093
103.153.182.199,103.34.117.80,1,0.0417,0.9855,1.0,1.0,0.9286,0.7093
103.207.126.123,103.233.181.104,1,0.04,0.9463,1.0,1.0,1.0,0.7093
103.157.195.80,103.211.18.139,1,0.0588,0.8653,1.0,1.0,0.8889,0.7093
103.179.178.180,103.231.118.228,1,0.05,0.9661,1.0,1.0,0.8571,0.7093
103.102.247.116,103.133.32.146,1,0.0385,0.9641,1.0,1.0,0.9945,0.7093
103.123.239.91,103.228.246.88,1,0.0417,0.9465,1.0,1.0,0.9805,0.7093
103.161.122.215,103.44.124.144,1,0.0588,0.857,1.0,1.0,0.9,0.7093
103.43.53.186,103.82.107.178,1,0.0385,0.9642,1.0,1.0,0.9945,0.7093
103.128.198.36,103.38.47.200,1,0.0556,0.8103,1.0,1.0,1.0,0.7093
103.173.148.92,103.181.31.70,1,0.0455,0.9737,1.0,1.0,0.9,0.7093
103.179.178.180,103.65.135.78,1,0.0385,0.9599,1.0,1.0,1.0,0.7093
103.11.107.251,103.222.244.78,1,0.0417,0.9942,1.0,1.0,0.9167,0.7093
103.179.178.180,103.48.190.149,1,0.05,0.966,1.0,1.0,0.8571,0.7093
103.108.170.49,103.168.238.38,1,0.0385,0.9601,1.0,1.0,1.0,0.7093
103.222.18.4,103.233.64.64,1,0.0455,0.9737,1.0,1.0,0.9,0.7093
103.196.200.208,103.242.25.153,1,0.0385,0.9641,1.0,1.0,0.9945,0.7093
103.122.222.158,103.150.83.197,1,0.0667,0.8631,1.0,1.0,0.8,0.7093
103.202.237.137,103.95.119.201,1,0.0556,0.873,1.0,1.0,0.9167,0.7093
103.213.54.202,103.99.10.38,1,0.05,0.8591,1.0,1.0,1.0,0.7093
185.141.89.108,185.212.43.140,1,0.0667,0.88,1.0,1.0,0.7778,0.7093
103.104.161.119,103.39.19.230,1,0.0455,0.9522,1.0,1.0,0.9286,0.7093
103.211.253.181,103.83.224.172,1,0.0476,0.9376,1.0,1.0,0.9231,0.7093
103.144.182.99,103.198.11.143,1,0.0556,0.8186,1.0,1.0,0.9889,0.7093
103.109.126.122,103.220.204.25,1,0.05,0.859,1.0,1.0,1.0,0.7093
103.115.62.159,103.144.165.225,1,0.0385,0.9602,1.0,1.0,1.0,0.7093
103.163.164.32,103.173.91.245,1,0.0476,0.9674,1.0,1.0,0.8833,0.7093
103.62.140.134,103.95.210.51,1,0.05,0.9169,1.0,1.0,0.9231,0.7093
103.40.250.176,103.86.85.236,1,0.0714,0.7547,1.0,1.0,0.8889,0.7093
103.135.168.5,103.202.237.137,1,0.0435,0.9784,1.0,1.0,0.9167,0.7093
103.130.183.167,103.197.207.148,1,0.0435,0.9374,1.0,1.0,0.9714,0.7093
103.208.212.74,103.217.137.21,1,0.0435,0.9157,1.0,1.0,1.0,0.7092
103.177.164.1,103.65.135.78,1,0.0455,0.9733,1.0,1.0,0.9,0.7092
103.108.94.120,103.144.182.99,1,0.0588,0.8644,1.0,1.0,0.8889,0.7092
103.156.192.150,103.46.185.227,1,0.0435,0.9733,1.0,1.0,0.9231,0.7092
103.161.122.215,103.230.39.42,1,0.0556,0.8781,1.0,1.0,0.9091,0.7092
103.218.106.238,103.83.224.172,1,0.0476,0.9369,1.0,1.0,0.9231,0.7092
103.138.71.208,103.60.125.102,1,0.04,0.9462,1.0,1.0,1.0,0.7092
103.28.166.5,103.92.52.50,1,0.0417,0.9314,1.0,1.0,1.0,0.7092
103.162.169.229,103.186.180.115,1,0.05,0.8585,1.0,1.0,1.0,0.7092
103.107.84.127,103.77.22.103,1,0.0417,0.9995,1.0,1.0,0.9091,0.7092
103.153.182.199,103.161.243.39,1,0.0417,0.9849,1.0,1.0,0.9286,0.7092
103.154.67.16,103.161.101.161,1,0.0417,0.985,1.0,1.0,0.9286,0.7092
103.158.224.246,103.33.15.241,1,0.0556,0.893,1.0,1.0,0.8889,0.7092
103.186.180.115,103.22.232.79,1,0.05,0.942,1.0,1.0,0.8889,0.7092
103.149.55.170,103.70.183.129,1,0.0455,0.8983,1.0,1.0,1.0,0.7092
103.48.176.217,103.83.110.156,1,0.05,0.9836,1.0,1.0,0.8333,0.7092
103.236.167.99,103.238.57.19,1,0.0476,0.9945,1.0,1.0,0.8462,0.7092
103.113.210.183,103.43.53.168,1,0.0417,0.9312,1.0,1.0,1.0,0.7092
